Nagan Chowrangi,25.0,67.1,0.0,
Shafiq Mor,25.0,67.1,0.0,
LuckyOne Mall,24.9,67.1,0.0,
Gulshan Chowrangi,24.9,67.1,0.0,
NIPA,24.9,67.1,0.0,
NED University,24.9,67.1,0.0,
Maskan Chowrangi,24.9,67.1,0.5,
UIT University,24.9,67.1,0.0,
Safora,24.9,67.1,0.0,
Johar,24.9,67.1,0.0,
Millennium Mall,24.9,67.1,0.0,
Drig Road,24.9,67.1,0.0,
Kalaboard,24.9,67.1,0.0,
